;Région;agence_1;agence_2;Support;Solde;Solde confirmé ?;Date Solde
692;RHONE ALPES;PRIMEVER VDR CHATEAUNEUF SUR ISERE;SATAR SAMAZAN;PAL EUROPE;-490;Non;2024-02-29
693;RHONE ALPES;PRIMEVER VDR CHATEAUNEUF SUR ISERE;SERRES ET PILAIRE CHÂTEAURENARD;PAL EUROPE;-133;Oui;2024-04-30
694;RHONE ALPES;PRIMEVER VDR CHATEAUNEUF SUR ISERE;SERRES ET PILAIRE PERPIGNAN;PAL EUROPE;-1;Oui;2023-12-31
695;RHONE ALPES;PRIMEVER VDR CHATEAUNEUF SUR ISERE;TMF PERPIGNAN;PAL EUROPE;0;Oui;2023-05-23
696;RHONE ALPES;PTRA LYON;PRIMEVER LIMOUSIN DONZENAC;PAL EUROPE;0;Oui;2023-12-31
697;ROUSSILLON;PRIMEVER PERPIGNAN 1;PATL ALLONNES;PAL DUSS;0;Oui;2022-12-31
698;ROUSSILLON;PRIMEVER PERPIGNAN 1;PATL REZE;PAL DUSS;0;Oui;2022-12-31
699;ROUSSILLON;PRIMEVER PERPIGNAN 1;PLM PLAN D'ORGON;PAL DUSS;0;Oui;2022-12-31
700;ROUSSILLON;PRIMEVER PERPIGNAN 1;PRA LYON;PAL DUSS;0;Oui;2023-06-30
701;ROUSSILLON;PRIMEVER PERPIGNAN 1;PRIMEVER PERPIGNAN 3;PAL DUSS;0;Oui;2023-06-30
702;ROUSSILLON;PRIMEVER PERPIGNAN 1;PRIMEVER TOULOUSE;PAL DUSS;0;Oui;2023-09-30
703;ROUSSILLON;PRIMEVER PERPIGNAN 1;PRIMEVER VDR CHATEAUNEUF SUR ISERE;PAL DUSS;0;Oui;2023-11-30
704;ROUSSILLON;PRIMEVER PERPIGNAN 1;SATAR AGEN LOGISTIQUE;PAL DUSS;0;Oui;2023-11-30
705;ROUSSILLON;PRIMEVER PERPIGNAN 1;SATAR MOISSAC;PAL DUSS;0;Oui;2023-11-30
706;ROUSSILLON;PRIMEVER PERPIGNAN 1;SATAR SAMAZAN;PAL DUSS;0;Oui;2023-09-30
707;ROUSSILLON;PRIMEVER PERPIGNAN 1;SERRES ET PILAIRE PERPIGNAN;PAL DUSS;0;Oui;2023-10-31
708;ROUSSILLON;PRIMEVER PERPIGNAN 1;;PAL EUROPE;0;Oui;2023-10-31
709;ROUSSILLON;PRIMEVER PERPIGNAN 1;GUIDEZ MONCHY LE PREUX;PAL EUROPE;0;Oui;2023-12-31
710;ROUSSILLON;PRIMEVER PERPIGNAN 1;PATL ALLONNES;PAL EUROPE;384;Non;2023-11-30
711;ROUSSILLON;PRIMEVER PERPIGNAN 1;PATL REZE;PAL EUROPE;-3;Non;2023-12-31
712;ROUSSILLON;PRIMEVER PERPIGNAN 1;PLM MONTPELLIER;PAL EUROPE;-44;Non;2024-02-29
713;ROUSSILLON;PRIMEVER PERPIGNAN 1;PLM PLAN D'ORGON;PAL EUROPE;-3;Oui;2024-04-30
714;ROUSSILLON;PRIMEVER PERPIGNAN 1;PRA FEILLENS;PAL EUROPE;-12;Non;2023-10-31
715;ROUSSILLON;PRIMEVER PERPIGNAN 1;PRA LYON;PAL EUROPE;251;Non;2024-03-31
716;ROUSSILLON;PRIMEVER PERPIGNAN 1;PRIMAVER PERPIGNAN;PAL EUROPE;190;Non;2023-04-30
717;ROUSSILLON;PRIMEVER PERPIGNAN 1;PRIMEVER EUROPE AGEN;PAL EUROPE;86;Non;2022-12-31
718;ROUSSILLON;PRIMEVER PERPIGNAN 1;PRIMEVER IDF RUNGIS (GST);PAL EUROPE;0;Oui;2023-11-30
719;ROUSSILLON;PRIMEVER PERPIGNAN 1;PRIMEVER LIMOUSIN DONZENAC;PAL EUROPE;-9;Non;2023-09-30
720;ROUSSILLON;PRIMEVER PERPIGNAN 1;PRIMEVER NORMANDIE ST AMAND;PAL EUROPE;6;Oui;2024-03-31
721;ROUSSILLON;PRIMEVER PERPIGNAN 1;PRIMEVER PERPIGNAN 2;PAL EUROPE;0;Oui;2023-09-30
722;ROUSSILLON;PRIMEVER PERPIGNAN 1;PRIMEVER PERPIGNAN 3;PAL EUROPE;2;Non;2024-03-31
723;ROUSSILLON;PRIMEVER PERPIGNAN 1;PRIMEVER PERPIGNAN 5;PAL EUROPE;0;Non;2024-03-31
724;ROUSSILLON;PRIMEVER PERPIGNAN 1;PRIMEVER PROVENCE CHATEAURENARD;PAL EUROPE;92;Oui;2024-03-31
725;ROUSSILLON;PRIMEVER PERPIGNAN 1;PRIMEVER TOULOUSE;PAL EUROPE;3016;Non;2023-12-31
726;ROUSSILLON;PRIMEVER PERPIGNAN 1;PRIMEVER TOURS;PAL EUROPE;0;Oui;2022-12-31
727;ROUSSILLON;PRIMEVER PERPIGNAN 1;PRIMEVER VDR CHATEAUNEUF SUR ISERE;PAL EUROPE;92;Non;2024-03-31
728;ROUSSILLON;PRIMEVER PERPIGNAN 1;PTI AGEN;PAL EUROPE;-208;Non;2023-09-30
729;ROUSSILLON;PRIMEVER PERPIGNAN 1;PTR PERPIGNAN;PAL EUROPE;0;Oui;2023-04-30
730;ROUSSILLON;PRIMEVER PERPIGNAN 1;PTSO MOISSAC;PAL EUROPE;-6;Oui;2024-01-31
731;ROUSSILLON;PRIMEVER PERPIGNAN 1;SATAR AGEN LOGISTIQUE;PAL EUROPE;1762;Non;2023-07-31
732;ROUSSILLON;PRIMEVER PERPIGNAN 1;SATAR AGEN PRIMEUR;PAL EUROPE;-29;Non;2023-11-30
733;ROUSSILLON;PRIMEVER PERPIGNAN 1;SATAR BORDEAUX;PAL EUROPE;-44;Non;2023-10-31
734;ROUSSILLON;PRIMEVER PERPIGNAN 1;SATAR MOISSAC;PAL EUROPE;-39;Non;2023-11-30
735;ROUSSILLON;PRIMEVER PERPIGNAN 1;SATAR SAMAZAN;PAL EUROPE;1247;Non;2023-11-30
736;ROUSSILLON;PRIMEVER PERPIGNAN 1;TMF BEZIERS;PAL EUROPE;-316;Oui;2024-03-31
737;ROUSSILLON;PRIMEVER PERPIGNAN 1;TMF ESTILLAC;PAL EUROPE;-27;Non;2023-07-31
738;ROUSSILLON;PRIMEVER PERPIGNAN 1;TMF MALATAVERNE;PAL EUROPE;-713;Non;2023-07-31
739;ROUSSILLON;PRIMEVER PERPIGNAN 1;TMF PERPIGNAN;PAL EUROPE;-195;Non;2023-07-31
740;ROUSSILLON;PRIMEVER PERPIGNAN 2;PRA LYON;PAL DUSS;0;Oui;2022-12-31
741;ROUSSILLON;PRIMEVER PERPIGNAN 2;PLM MONTPELLIER;PAL EUROPE;0;Oui;2022-12-31
742;ROUSSILLON;PRIMEVER PERPIGNAN 2;PRA LYON;PAL EUROPE;0;Oui;2022-12-31
743;ROUSSILLON;PRIMEVER PERPIGNAN 2;PRIMEVER PERPIGNAN 1;PAL EUROPE;0;Oui;2023-11-30
744;ROUSSILLON;PRIMEVER PERPIGNAN 2;SERRES ET PILAIRE PERPIGNAN;PAL EUROPE;0;Oui;2024-02-29
745;ROUSSILLON;PRIMEVER PERPIGNAN 3;PRIMEVER PERPIGNAN 1;PAL DUSS;0;Oui;2023-12-31
746;ROUSSILLON;PRIMEVER PERPIGNAN 3;PRIMEVER PERPIGNAN 1;PAL EUROPE;-2;Non;2024-03-31
747;ROUSSILLON;PRIMEVER PERPIGNAN 3;PRIMEVER TOULOUSE;PAL EUROPE;0;Oui;2023-12-31
748;ROUSSILLON;PRIMEVER PERPIGNAN 3;SATAR AGEN LOGISTIQUE;PAL EUROPE;0;Oui;2024-02-29
749;ROUSSILLON;PRIMEVER PERPIGNAN 3;SATAR MOISSAC;PAL EUROPE;0;Oui;2023-12-31
750;ROUSSILLON;PRIMEVER PERPIGNAN 5;GUIDEZ MONCHY LE PREUX;PAL EUROPE;181;Non;2024-03-31
751;ROUSSILLON;PRIMEVER PERPIGNAN 5;PLM MONTPELLIER;PAL EUROPE;0;Oui;2023-10-31
752;ROUSSILLON;PRIMEVER PERPIGNAN 5;PRIMEVER IDF RUNGIS (GST);PAL EUROPE;-73;Non;2023-11-30
753;ROUSSILLON;PRIMEVER PERPIGNAN 5;PRIMEVER LIMOUSIN DONZENAC;PAL EUROPE;-9;Oui;2024-03-31
754;ROUSSILLON;PRIMEVER PERPIGNAN 5;PRIMEVER PERPIGNAN 1;PAL EUROPE;0;Non;2024-03-31
755;ROUSSILLON;PRIMEVER PERPIGNAN 5;PRIMEVER PERPIGNAN 3;PAL EUROPE;0;Oui;2023-09-30
756;ROUSSILLON;PRIMEVER PERPIGNAN 5;PRIMEVER TOULOUSE;PAL EUROPE;756;Non;2023-12-31
757;ROUSSILLON;PRIMEVER PERPIGNAN 5;SATAR SAMAZAN;PAL EUROPE;0;Oui;2022-12-31
758;ROUSSILLON;PRIMEVER PERPIGNAN 5;SERRES ET PILAIRE PERPIGNAN;PAL EUROPE;0;Oui;2023-10-31
759;ROUSSILLON;PRIMEVER PERPIGNAN 5;TMF BEZIERS;PAL EUROPE;-58;Non;2023-09-30
760;ROUSSILLON;PRIMEVER TOULOUSE;PRIMEVER IDF RUNGIS (GST);PAL DUSS;20;Non;2022-12-31
761;ROUSSILLON;PRIMEVER TOULOUSE;PRIMEVER TOURS;PAL DUSS;0;Oui;2024-01-31
762;ROUSSILLON;PRIMEVER TOULOUSE;GUIDEZ MONCHY LE PREUX;PAL EUROPE;17;Non;2024-01-31
763;ROUSSILLON;PRIMEVER TOULOUSE;PATL ALLONNES;PAL EUROPE;72;Non;2023-07-31
764;ROUSSILLON;PRIMEVER TOULOUSE;PATL REZE;PAL EUROPE;26;Non;2022-12-31
765;ROUSSILLON;PRIMEVER TOULOUSE;PLM MONTPELLIER;PAL EUROPE;0;Oui;2022-12-31
766;ROUSSILLON;PRIMEVER TOULOUSE;PLM PLAN D'ORGON;PAL EUROPE;4;Oui;2024-01-31
767;ROUSSILLON;PRIMEVER TOULOUSE;PRA LYON;PAL EUROPE;7;Oui;2024-04-30
768;ROUSSILLON;PRIMEVER TOULOUSE;PRIMEVER IDF LOGISTIQUE RUNGIS;PAL EUROPE;0;Oui;2024-01-31
769;ROUSSILLON;PRIMEVER TOULOUSE;PRIMEVER IDF RUNGIS (GST);PAL EUROPE;1019;Non;2023-12-31
770;ROUSSILLON;PRIMEVER TOULOUSE;PRIMEVER LIMOUSIN DONZENAC;PAL EUROPE;121;Non;2023-11-30
771;ROUSSILLON;PRIMEVER TOULOUSE;PRIMEVER ORLEANS;PAL EUROPE;0;Oui;2024-03-31
772;ROUSSILLON;PRIMEVER TOULOUSE;PRIMEVER PERPIGNAN 1;PAL EUROPE;-2910;Non;2023-12-31
773;ROUSSILLON;PRIMEVER TOULOUSE;PRIMEVER PERPIGNAN 5;PAL EUROPE;-782;Non;2023-12-31
774;ROUSSILLON;PRIMEVER TOULOUSE;PRIMEVER PROVENCE CHATEAURENARD;PAL EUROPE;86;Non;2022-12-31
775;ROUSSILLON;PRIMEVER TOULOUSE;PRIMEVER TOURS;PAL EUROPE;0;Oui;2024-01-31
776;ROUSSILLON;PRIMEVER TOULOUSE;PRIMEVER VDR CHATEAUNEUF SUR ISERE;PAL EUROPE;166;Non;2022-12-31
777;ROUSSILLON;PRIMEVER TOULOUSE;SATAR AGEN PRIMEUR;PAL EUROPE;69;Non;2022-12-31
778;ROUSSILLON;PRIMEVER TOULOUSE;SATAR MOISSAC;PAL EUROPE;1010;Non;2022-12-31
779;ROUSSILLON;PRIMEVER TOULOUSE;SATAR SAMAZAN;PAL EUROPE;680;Non;2023-07-31
780;ROUSSILLON;PRIMEVER TOULOUSE;SERRES ET PILAIRE PERPIGNAN;PAL EUROPE;0;Oui;2024-04-30
781;ROUSSILLON;PRIMEVER TOULOUSE;TESSIER PONT SAINT MARTIN;PAL EUROPE;0;Oui;2024-01-31
782;ROUSSILLON;PRIMEVER TOULOUSE;TMF BEZIERS;PAL EUROPE;0;Oui;2024-02-29
783;ROUSSILLON;PRIMEVER TOULOUSE;TMF ESTILLAC;PAL EUROPE;5;Oui;2024-04-30
784;ROUSSILLON;PRIMEVER TOULOUSE;TMF TOURS;PAL EUROPE;0;Oui;2024-01-31
785;ROUSSILLON;PTR PERPIGNAN;PRIMEVER PERPIGNAN 1;PAL EUROPE;0;Oui;2024-01-31
786;ROUSSILLON;PTR PERPIGNAN;PRIMEVER PROVENCE CHATEAURENARD;PAL EUROPE;0;Oui;2024-01-31
787;SUD OUEST;PRIMEVER LIMOUSIN DONZENAC;GUIDEZ LOG MONCHY ;PAL DUSS;0;Oui;2022-12-31
788;SUD OUEST;PRIMEVER LIMOUSIN DONZENAC;GUIDEZ MONCHY LE PREUX;PAL DUSS;44;Oui;2023-09-30
789;SUD OUEST;PRIMEVER LIMOUSIN DONZENAC;PRIMEVER IDF RUNGIS (GST);PAL DUSS;0;Oui;2023-11-30
790;SUD OUEST;PRIMEVER LIMOUSIN DONZENAC;PTSO MOISSAC;PAL DUSS;0;Oui;2023-06-30
791;SUD OUEST;PRIMEVER LIMOUSIN DONZENAC;SATAR SAMAZAN;PAL DUSS;1;Non;2023-01-31
792;SUD OUEST;PRIMEVER LIMOUSIN DONZENAC;;PAL EUROPE;0;Oui;2022-12-31
793;SUD OUEST;PRIMEVER LIMOUSIN DONZENAC;;PAL EUROPE;-1162;Non;2023-01-31
794;SUD OUEST;PRIMEVER LIMOUSIN DONZENAC;GUIDEZ LOG MONCHY ;PAL EUROPE;0;Oui;2023-09-30
795;SUD OUEST;PRIMEVER LIMOUSIN DONZENAC;GUIDEZ MONCHY LE PREUX;PAL EUROPE;-240;Oui;2024-04-30
796;SUD OUEST;PRIMEVER LIMOUSIN DONZENAC;PATL ALLONNES;PAL EUROPE;-45;Non;2023-10-31
797;SUD OUEST;PRIMEVER LIMOUSIN DONZENAC;PLM MONTPELLIER;PAL EUROPE;0;Oui;2023-09-30
798;SUD OUEST;PRIMEVER LIMOUSIN DONZENAC;PLM NICE;PAL EUROPE;0;Oui;2023-11-30
799;SUD OUEST;PRIMEVER LIMOUSIN DONZENAC;PLM PLAN D'ORGON;PAL EUROPE;-4;Oui;2023-11-30
800;SUD OUEST;PRIMEVER LIMOUSIN DONZENAC;PRA FEILLENS;PAL EUROPE;-7;Non;2023-11-30
801;SUD OUEST;PRIMEVER LIMOUSIN DONZENAC;PRA LYON;PAL EUROPE;-9;Non;2023-11-30
802;SUD OUEST;PRIMEVER LIMOUSIN DONZENAC;PRIMEVER IDF LOGISTIQUE RUNGIS;PAL EUROPE;0;Oui;2022-12-31
803;SUD OUEST;PRIMEVER LIMOUSIN DONZENAC;PRIMEVER IDF RUNGIS (GST);PAL EUROPE;-752;Non;2023-11-30
804;SUD OUEST;PRIMEVER LIMOUSIN DONZENAC;PRIMEVER ORLEANS;PAL EUROPE;-191;Non;2023-12-31
805;SUD OUEST;PRIMEVER LIMOUSIN DONZENAC;PRIMEVER PERPIGNAN 1;PAL EUROPE;9;Non;2023-11-30
806;SUD OUEST;PRIMEVER LIMOUSIN DONZENAC;PRIMEVER PERPIGNAN 5;PAL EUROPE;9;Oui;2024-03-31
807;SUD OUEST;PRIMEVER LIMOUSIN DONZENAC;PRIMEVER PROVENCE CHATEAURENARD;PAL EUROPE;-56;Non;2023-12-31
808;SUD OUEST;PRIMEVER LIMOUSIN DONZENAC;PRIMEVER SERVICES RUNGIS;PAL EUROPE;0;Oui;2022-12-31
809;SUD OUEST;PRIMEVER LIMOUSIN DONZENAC;PRIMEVER TOULOUSE;PAL EUROPE;-121;Non;2023-12-31
810;SUD OUEST;PRIMEVER LIMOUSIN DONZENAC;PRIMEVER TOURS;PAL EUROPE;0;Oui;2023-10-31
811;SUD OUEST;PRIMEVER LIMOUSIN DONZENAC;PRIMEVER VDR CHATEAUNEUF SUR ISERE;PAL EUROPE;-37;Non;2023-08-31
812;SUD OUEST;PRIMEVER LIMOUSIN DONZENAC;PTI AGEN;PAL EUROPE;36;Non;2023-09-30
813;SUD OUEST;PRIMEVER LIMOUSIN DONZENAC;PTSO MOISSAC;PAL EUROPE;3385;Non;2022-10-31
814;SUD OUEST;PRIMEVER LIMOUSIN DONZENAC;SATAR AGEN LOGISTIQUE;PAL EUROPE;-135;Non;2023-01-31
815;SUD OUEST;PRIMEVER LIMOUSIN DONZENAC;SATAR AGEN PRIMEUR;PAL EUROPE;0;Oui;2023-10-31
816;SUD OUEST;PRIMEVER LIMOUSIN DONZENAC;SATAR BORDEAUX;PAL EUROPE;-898;Non;2023-11-30
817;SUD OUEST;PRIMEVER LIMOUSIN DONZENAC;SATAR MOISSAC;PAL EUROPE;-2796;Non;2023-03-31
818;SUD OUEST;PRIMEVER LIMOUSIN DONZENAC;SATAR SAMAZAN;PAL EUROPE;563;Non;2023-10-31
819;SUD OUEST;PRIMEVER LIMOUSIN DONZENAC;TMF ESTILLAC;PAL EUROPE;0;Oui;2023-09-30
820;SUD OUEST;PTSO MOISSAC;GUIDEZ MONCHY LE PREUX;PAL DUSS;0;Oui;2022-12-31
821;SUD OUEST;PTSO MOISSAC;PRIMEVER LIMOUSIN DONZENAC;PAL DUSS;0;Oui;2023-10-31
822;SUD OUEST;PTSO MOISSAC;SATAR SAMAZAN;PAL DUSS;5;Non;2023-05-31
823;SUD OUEST;PTSO MOISSAC;;PAL EUROPE;-8;Oui;2022-10-31
824;SUD OUEST;PTSO MOISSAC;;PAL EUROPE;0;Oui;2023-11-30
825;SUD OUEST;PTSO MOISSAC;GUIDEZ MONCHY LE PREUX;PAL EUROPE;0;Oui;2023-11-30
826;SUD OUEST;PTSO MOISSAC;PATL ALLONNES;PAL EUROPE;0;Oui;2023-10-31
827;SUD OUEST;PTSO MOISSAC;PATL REZE;PAL EUROPE;-4;Non;2023-01-31
828;SUD OUEST;PTSO MOISSAC;PLM MONTPELLIER;PAL EUROPE;0;Oui;2023-09-30
829;SUD OUEST;PTSO MOISSAC;PLM PLAN D'ORGON;PAL EUROPE;0;Oui;2023-06-30
830;SUD OUEST;PTSO MOISSAC;PRA FEILLENS;PAL EUROPE;-49;Non;2023-11-30
831;SUD OUEST;PTSO MOISSAC;PRA LYON;PAL EUROPE;-11;Non;2023-11-30
832;SUD OUEST;PTSO MOISSAC;PRIMAVER PERPIGNAN;PAL EUROPE;0;Oui;2022-12-31
833;SUD OUEST;PTSO MOISSAC;PRIMEVER EUROPE AGEN;PAL EUROPE;23;Non;2023-01-31
834;SUD OUEST;PTSO MOISSAC;PRIMEVER IDF RUNGIS (GST);PAL EUROPE;-30;Non;2023-10-31
835;SUD OUEST;PTSO MOISSAC;PRIMEVER LIMOUSIN DONZENAC;PAL EUROPE;-3573;Non;2022-10-31
836;SUD OUEST;PTSO MOISSAC;PRIMEVER ORLEANS;PAL EUROPE;0;Oui;2023-12-31
837;SUD OUEST;PTSO MOISSAC;PRIMEVER PERPIGNAN 1;PAL EUROPE;6;Oui;2024-01-31
838;SUD OUEST;PTSO MOISSAC;PRIMEVER PROVENCE CHATEAURENARD;PAL EUROPE;0;Oui;2023-10-31
839;SUD OUEST;PTSO MOISSAC;PRIMEVER TOULOUSE;PAL EUROPE;-3;Oui;2023-12-31
840;SUD OUEST;PTSO MOISSAC;PRIMEVER TROYES;PAL EUROPE;-70;Non;2022-12-31
841;SUD OUEST;PTSO MOISSAC;PRIMEVER VDR CHATEAUNEUF SUR ISERE;PAL EUROPE;-26;Oui;2023-05-31
842;SUD OUEST;PTSO MOISSAC;PTI AGEN;PAL EUROPE;103;Non;2023-09-30
843;SUD OUEST;PTSO MOISSAC;SATAR AGEN LOGISTIQUE;PAL EUROPE;-660;Non;2023-01-31
844;SUD OUEST;PTSO MOISSAC;SATAR AGEN PRIMEUR;PAL EUROPE;0;Oui;2023-10-31
845;SUD OUEST;PTSO MOISSAC;SATAR BORDEAUX;PAL EUROPE;-3;Non;2023-12-31
846;SUD OUEST;PTSO MOISSAC;SATAR MOISSAC;PAL EUROPE;-253;Non;2023-03-31
847;SUD OUEST;PTSO MOISSAC;SATAR SAMAZAN;PAL EUROPE;603;Non;2023-09-30
848;SUD OUEST;SATAR AGEN LOGISTIQUE;GUIDEZ LOG MONCHY ;PAL DUSS;0;Oui;2023-10-31
849;SUD OUEST;SATAR AGEN LOGISTIQUE;GUIDEZ MONCHY LE PREUX;PAL DUSS;-1355;Non;2024-03-31
850;SUD OUEST;SATAR AGEN LOGISTIQUE;PATL ALLONNES;PAL DUSS;0;Oui;2024-03-31
851;SUD OUEST;SATAR AGEN LOGISTIQUE;PRIMEVER IDF RUNGIS (GST);PAL DUSS;-160;Non;2024-03-31
852;SUD OUEST;SATAR AGEN LOGISTIQUE;SATAR MOISSAC;PAL DUSS;-1693;Non;2023-10-31
853;SUD OUEST;SATAR AGEN LOGISTIQUE;SATAR SAMAZAN;PAL DUSS;-2435;Non;2023-11-30
854;SUD OUEST;SATAR AGEN LOGISTIQUE;;PAL EUROPE;0;Oui;2023-03-31
855;SUD OUEST;SATAR AGEN LOGISTIQUE;;PAL EUROPE;26;Non;2024-03-31
856;SUD OUEST;SATAR AGEN LOGISTIQUE;GUIDEZ LOG MONCHY ;PAL EUROPE;0;Oui;2023-10-31
857;SUD OUEST;SATAR AGEN LOGISTIQUE;GUIDEZ MONCHY LE PREUX;PAL EUROPE;-1783;Non;2024-03-31
858;SUD OUEST;SATAR AGEN LOGISTIQUE;PATL ALLONNES;PAL EUROPE;-42;Non;2024-03-31
859;SUD OUEST;SATAR AGEN LOGISTIQUE;PATL REZE;PAL EUROPE;0;Oui;2024-03-31
860;SUD OUEST;SATAR AGEN LOGISTIQUE;PRA FEILLENS;PAL EUROPE;0;Oui;2023-03-31
861;SUD OUEST;SATAR AGEN LOGISTIQUE;PRIMEVER IDF RUNGIS (GST);PAL EUROPE;-231;Non;2024-03-31
862;SUD OUEST;SATAR AGEN LOGISTIQUE;PRIMEVER LIMOUSIN DONZENAC;PAL EUROPE;175;Non;2024-03-31
863;SUD OUEST;SATAR AGEN LOGISTIQUE;PRIMEVER NORMANDIE ST AMAND;PAL EUROPE;0;Oui;2024-03-31
864;SUD OUEST;SATAR AGEN LOGISTIQUE;PRIMEVER ORLEANS;PAL EUROPE;0;Oui;2023-11-30
865;SUD OUEST;SATAR AGEN LOGISTIQUE;PRIMEVER PERPIGNAN 1;PAL EUROPE;-2230;Non;2023-03-31
866;SUD OUEST;SATAR AGEN LOGISTIQUE;PRIMEVER PERPIGNAN 2;PAL EUROPE;0;Oui;2024-03-31
867;SUD OUEST;SATAR AGEN LOGISTIQUE;PRIMEVER PERPIGNAN 3;PAL EUROPE;0;Oui;2023-10-31
868;SUD OUEST;SATAR AGEN LOGISTIQUE;PRIMEVER PROVENCE CHATEAURENARD;PAL EUROPE;89;Non;2023-10-31
869;SUD OUEST;SATAR AGEN LOGISTIQUE;PRIMEVER VDR CHATEAUNEUF SUR ISERE;PAL EUROPE;0;Oui;2023-10-31
870;SUD OUEST;SATAR AGEN LOGISTIQUE;PTI AGEN;PAL EUROPE;0;Non;2024-03-31
871;SUD OUEST;SATAR AGEN LOGISTIQUE;SATAR AGEN PRIMEUR;PAL EUROPE;0;Oui;2024-03-31
872;SUD OUEST;SATAR AGEN LOGISTIQUE;SATAR MOISSAC;PAL EUROPE;-19339;Non;2023-10-31
873;SUD OUEST;SATAR AGEN LOGISTIQUE;SATAR SAMAZAN;PAL EUROPE;-19967;Non;2023-11-30
874;SUD OUEST;SATAR AGEN LOGISTIQUE;TMF BEZIERS;PAL EUROPE;0;Non;2024-03-31
875;SUD OUEST;SATAR AGEN PRIMEUR;SATAR SAMAZAN;PAL DUSS;-4;Oui;2023-05-31
876;SUD OUEST;SATAR AGEN PRIMEUR;;PAL EUROPE;4;Oui;2023-02-28
877;SUD OUEST;SATAR AGEN PRIMEUR;;PAL EUROPE;-45;Oui;2023-05-31
878;SUD OUEST;SATAR AGEN PRIMEUR;GUIDEZ MONCHY LE PREUX;PAL EUROPE;0;Oui;2024-01-31
879;SUD OUEST;SATAR AGEN PRIMEUR;PATL ALLONNES;PAL EUROPE;46;Non;2024-03-31
880;SUD OUEST;SATAR AGEN PRIMEUR;PLM PLAN D'ORGON;PAL EUROPE;-236;Oui;2023-08-31
881;SUD OUEST;SATAR AGEN PRIMEUR;PRIMEVER EUROPE AGEN;PAL EUROPE;1;Non;2024-01-31
882;SUD OUEST;SATAR AGEN PRIMEUR;PRIMEVER IDF RUNGIS (GST);PAL EUROPE;29;Oui;2024-03-31
883;SUD OUEST;SATAR AGEN PRIMEUR;PRIMEVER LIMOUSIN DONZENAC;PAL EUROPE;-10;Oui;2023-08-31
884;SUD OUEST;SATAR AGEN PRIMEUR;PRIMEVER NORMANDIE ST AMAND;PAL EUROPE;200;Non;2024-03-31
885;SUD OUEST;SATAR AGEN PRIMEUR;PRIMEVER PERPIGNAN 1;PAL EUROPE;15;Oui;2024-03-31
886;SUD OUEST;SATAR AGEN PRIMEUR;PRIMEVER PROVENCE CHATEAURENARD;PAL EUROPE;362;Non;2024-03-31
887;SUD OUEST;SATAR AGEN PRIMEUR;PRIMEVER TOULOUSE;PAL EUROPE;-80;Oui;2023-05-31
888;SUD OUEST;SATAR AGEN PRIMEUR;PRIMEVER VDR CHATEAUNEUF SUR ISERE;PAL EUROPE;3;Oui;2023-10-31
889;SUD OUEST;SATAR AGEN PRIMEUR;PTI AGEN;PAL EUROPE;-378;Non;2024-03-31
890;SUD OUEST;SATAR AGEN PRIMEUR;PTSO MOISSAC;PAL EUROPE;-5;Oui;2023-02-28
891;SUD OUEST;SATAR AGEN PRIMEUR;SATAR AGEN LOGISTIQUE;PAL EUROPE;-165;Oui;2024-03-31
892;SUD OUEST;SATAR AGEN PRIMEUR;SATAR AGEN SIEGE;PAL EUROPE;0;Oui;2023-08-31
893;SUD OUEST;SATAR AGEN PRIMEUR;SATAR BORDEAUX;PAL EUROPE;-7;Oui;2023-08-31
894;SUD OUEST;SATAR AGEN PRIMEUR;SATAR MOISSAC;PAL EUROPE;188;Non;2024-03-31
895;SUD OUEST;SATAR AGEN PRIMEUR;SATAR SAMAZAN;PAL EUROPE;-470;Non;2024-03-31
896;SUD OUEST;SATAR AGEN PRIMEUR;TESSIER PONT SAINT MARTIN;PAL EUROPE;0;Oui;2024-01-31
897;SUD OUEST;SATAR AGEN PRIMEUR;TMF BEZIERS;PAL EUROPE;0;Oui;2023-08-31
898;SUD OUEST;SATAR AGEN PRIMEUR;TMF ESTILLAC;PAL EUROPE;1;Oui;2024-03-31
899;SUD OUEST;SATAR AGEN PRIMEUR;TMF TOURS;PAL EUROPE;0;Oui;2023-05-31
900;SUD OUEST;SATAR AGEN SIEGE;SATAR AGEN PRIMEUR;PAL EUROPE;0;Oui;2023-12-31
901;SUD OUEST;SATAR BORDEAUX;SATAR SAMAZAN;PAL DUSS;0;Oui;2024-04-30
902;SUD OUEST;SATAR BORDEAUX;;PAL EUROPE;0;Oui;2023-05-31
903;SUD OUEST;SATAR BORDEAUX;;PAL EUROPE;0;Oui;2023-12-31
904;SUD OUEST;SATAR BORDEAUX;;PAL EUROPE;0;Oui;2024-04-30
905;SUD OUEST;SATAR BORDEAUX;GUIDEZ MONCHY LE PREUX;PAL EUROPE;-29;Oui;2024-04-30
906;SUD OUEST;SATAR BORDEAUX;PATL ALLONNES;PAL EUROPE;78;Non;2024-02-29
907;SUD OUEST;SATAR BORDEAUX;PATL REZE;PAL EUROPE;54;Non;2024-02-29
908;SUD OUEST;SATAR BORDEAUX;PRIMAVER (ATD);PAL EUROPE;17;Oui;2023-04-30
909;SUD OUEST;SATAR BORDEAUX;PRIMAVER PERPIGNAN;PAL EUROPE;0;Oui;2024-02-29
910;SUD OUEST;SATAR BORDEAUX;PRIMEVER IDF RUNGIS (GST);PAL EUROPE;39;Non;2024-02-29
